,0
1762,NPGL
1763,VIPGA
1764,SSTGA
1765,MGL
1766,STRGA
1767,CTGL
1768,SSTGA
1769,CTGL
1770,ITL23GL
1771,MGL
1772,OBGA
1773,ITL6GL
1774,STRGA
1775,PTGL
1776,CLAGL
1777,STRGA
1778,MGL
1779,CLAGL
1780,ITL45GL
1781,VIPGA
1782,STRGA
1783,CTGL
1784,VIPGA
1785,OGC
1786,ASC
1787,ITL45GL
1788,ITL23GL
1789,NPGL
1790,STRGA
1791,ITL45GL
1792,OGC
1793,OGC
1794,VIPGA
1795,OGC
1796,MGL
1797,D12MSN
1798,MGL
1799,SSTGA
1800,PVGA
1801,D12MSN
1802,CTGL
1803,CTGL
1804,NPGL
1805,OBGL
1806,PVGA
1807,ITL5GL
1808,VIPGA
1809,OGC
1810,NPGL
1811,OBGL
1812,OGC
1813,ITL23GL
1814,ITL45GL
1815,ITL45GL
1816,ITL6GL
1817,ITL45GL
1818,NPGL
1819,ITL5GL
1820,ITL5GL
1821,MGL
1822,NPGL
1823,MGL
1824,CTGL
1825,OBGA
1826,ITL5GL
1827,ITL5GL
1828,OBGL
1829,STRGA
1830,OGC
1831,PTGL
1832,OBGL
1833,OBGL
1834,STRGA
1835,SSTGA
1836,OGC
1837,ITL23GL
1838,OGC
1839,ITL45GL
1840,OGC
1841,ITL5GL
1842,ITL5GL
1843,VIPGA
1844,OGC
1845,D12MSN
1846,CTGL
1847,NPGL
1848,OGC
1849,ITL23GL
1850,OBGL
1851,ITL23GL
1852,VIPGA
1853,OGC
1854,OGC
1855,ITL45GL
1856,ITL45GL
1857,OBGL
1858,MGL
1859,OBGL
1860,MGL
1861,SSTGA
1862,ITL6GL
1863,OGC
1864,OGC
1865,MGL
1866,PVGA
1867,OGC
1868,PVGA
1869,CTGL
1870,OGC
1871,ITL23GL
1872,MGL
1873,OGC
1874,OBGL
1875,CTGL
1876,SSTGA
1877,MGL
1878,VIPGA
1879,CTGL
1880,MGL
1881,OBGA
1882,OGC
1883,PVGA
1884,OBGA
1885,SSTGA
1886,MGL
1887,OGC
1888,ITL23GL
1889,PVGA
1890,MGL
1891,ITL23GL
1892,CTGL
1893,ITL45GL
1894,OGC
1895,MGL
1896,ITL45GL
1897,CTGL
1898,PTGL
1899,MGL
1900,ITL45GL
1901,OGC
1902,MGL
1903,STRGA
1904,OBGL
1905,VIPGA
1906,SSTGA
1907,OBGA
1908,MGL
1909,ITL23GL
1910,ITL23GL
1911,OGC
1912,MGL
1913,ITL5GL
1914,STRGA
1915,ITL45GL
1916,CTGL
1917,ITL5GL
1918,PTGL
1919,OBGL
1920,ITL23GL
1921,MGL
1922,OGC
1923,CTGL
1924,SSTGA
1925,ITL6GL
1926,OGC
1927,ITL45GL
1928,ITL5GL
1929,MGL
1930,CTGL
1931,MGL
1932,ITL23GL
1933,OPC
1934,OGC
1935,OGC
1936,PVGA
1937,OGC
1938,MGL
1939,OGC
1940,ITL45GL
1941,NPGL
1942,SSTGA
1943,MGL
1944,ITL45GL
1945,CTGL
1946,ITL45GL
1947,OGC
1948,OBGL
1949,VIPGA
1950,OBGA
1951,D12MSN
1952,ITL23GL
1953,CTGL
1954,ITL23GL
1955,VIPGA
1956,OBGA
1957,OGC
1958,PTGL
1959,OGC
1960,ITL23GL
1961,ITL6GL
1962,ITL5GL
1963,MGL
1964,ITL23GL
1965,CTGL
1966,ITL23GL
1967,MGL
1968,OGC
1969,OBGL
1970,MGL
1971,PVGA
1972,STRGA
1973,NPGL
1974,ITL6GL
1975,STRGA
1976,OGC
1977,CTGL
1978,OBGA
1979,CTGL
1980,MGL
1981,ITL45GL
1982,ITL45GL
1983,OGC
1984,OBGA
1985,VIPGA
1986,OGC
1987,NPGL
1988,NPGL
1989,PTGL
1990,MGL
1991,NPGL
1992,ITL23GL
1993,MGL
1994,MGL
1995,STRGA
1996,ITL45GL
1997,OGC
1998,D12MSN
1999,SSTGA
2000,OGC
2001,D12MSN
2002,D12MSN
2003,OGC
2004,ITL6GL
2005,OGC
2006,D12MSN
2007,SSTGA
2008,MGL
2009,ITL45GL
2010,OBGA
2011,PTGL
2012,SSTGA
2013,STRGA
2014,SSTGA
2015,SSTGA
2016,ITL45GL
2017,MGL
2018,ITL23GL
2019,ITL5GL
2020,OBGL
2021,D12MSN
2022,ITL23GL
2023,STRGA
2024,VIPGA
2025,CTGL
2026,OPC
2027,NPGL
2028,CTGL
2029,ITL6GL
2030,ITL45GL
2031,CLAGL
2032,ITL23GL
2033,MGL
2034,STRGA
2035,OBGA
2036,CTGL
2037,ITL45GL
2038,ITL23GL
2039,CTGL
2040,CTGL
2041,SSTGA
2042,CTGL
2043,NPGL
2044,OGC
2045,OGC
2046,MGL
2047,MGL
2048,ITL23GL
2049,PVGA
2050,CTGL
2051,ITL23GL
2052,CTGL
2053,ITL45GL
2054,OBGA
2055,OBGA
2056,OBGA
2057,CTGL
2058,VIPGA
2059,CLAGL
2060,MGL
2061,VIPGA
2062,OGC
2063,CTGL
2064,D12MSN
2065,OGC
2066,D12MSN
2067,STRGA
2068,ITL23GL
2069,OBGL
2070,ITL5GL
2071,ITL6GL
2072,NPGL
2073,STRGA
2074,MGL
2075,CTGL
2076,PTGL
2077,SSTGA
2078,D12MSN
2079,CTGL
2080,SSTGA
2081,ITL45GL
2082,SSTGA
2083,ITL23GL
2084,NPGL
2085,CTGL
2086,SSTGA
2087,CTGL
2088,OGC
2089,ITL45GL
2090,NPGL
2091,NPGL
2092,OBGL
2093,ITL45GL
2094,ITL5GL
2095,CTGL
2096,VIPGA
2097,D12MSN
2098,NPGL
2099,ITL45GL
2100,VIPGA
2101,OBGL
2102,ITL45GL
2103,CTGL
2104,CTGL
2105,CTGL
2106,CTGL
2107,ITL23GL
2108,ITL45GL
2109,MGL
2110,PTGL
2111,D12MSN
2112,MGL
2113,SSTGA
2114,SSTGA
2115,ITL6GL
2116,PVGA
2117,VIPGA
2118,MGL
2119,VIPGA
2120,PVGA
2121,ITL23GL
2122,ITL23GL
2123,OGC
2124,OGC
2125,CTGL
2126,PTGL
2127,ITL6GL
2128,OGC
2129,OGC
2130,OGC
2131,NPGL
2132,CTGL
2133,ITL45GL
2134,CLAGL
2135,ITL23GL
2136,OGC
2137,STRGA
2138,CTGL
2139,OGC
2140,CTGL
2141,PVGA
2142,OGC
2143,STRGA
2144,MGL
2145,NPGL
2146,CTGL
2147,ITL23GL
2148,CTGL
2149,MGL
2150,VIPGA
2151,SSTGA
2152,OBGL
2153,OGC
2154,ITL45GL
2155,ITL23GL
2156,OGC
2157,OGC
2158,CTGL
2159,MGL
2160,NPGL
2161,ITL23GL
2162,STRGA
2163,ITL23GL
2164,OGC
2165,PVGA
2166,NPGL
2167,CTGL
2168,ITL5GL
2169,VIPGA
2170,OBGL
2171,OBGA
2172,OGC
2173,STRGA
2174,OBGL
2175,ITL45GL
2176,ITL23GL
2177,VIPGA
2178,OBGL
2179,VIPGA
2180,STRGA
2181,VIPGA
2182,ITL6GL
2183,VIPGA
2184,ITL23GL
2185,VIPGA
2186,OGC
2187,PVGA
2188,ITL6GL
2189,ITL5GL
2190,PTGL
2191,OBGL
2192,MGL
2193,PTGL
2194,OGC
2195,OGC
2196,ITL45GL
2197,OBGA
2198,OGC
2199,OGC
2200,STRGA
2201,CTGL
2202,STRGA
2203,D12MSN
2204,ITL45GL
2205,VIPGA
2206,D12MSN
2207,STRGA
2208,OGC
2209,CLAGL
2210,OGC
2211,ITL23GL
2212,ITL45GL
2213,VIPGA
2214,OBGA
2215,ITL45GL
2216,ITL45GL
2217,MGL
2218,ITL45GL
2219,STRGA
2220,STRGA
2221,OBGL
2222,OGC
2223,SSTGA
2224,VIPGA
2225,VIPGA
2226,OGC
2227,OGC
2228,MGL
2229,ITL45GL
2230,CTGL
2231,OGC
2232,ITL45GL
2233,ITL23GL
2234,ITL23GL
2235,ITL45GL
2236,PVGA
2237,CTGL
2238,CTGL
2239,ITL45GL
2240,SSTGA
2241,OGC
2242,STRGA
2243,ITL23GL
2244,MGL
2245,SSTGA
2246,OBGL
2247,STRGA
2248,OGC
2249,ITL6GL
2250,ITL6GL
2251,OBGL
2252,OBGA
2253,CTGL
2254,OGC
2255,OGC
2256,ITL45GL
2257,ITL45GL
2258,MGL
2259,ITL23GL
2260,ITL23GL
2261,STRGA
2262,ITL23GL
2263,OGC
2264,D12MSN
2265,NPGL
2266,OGC
2267,CTGL
2268,ITL5GL
2269,ITL45GL
2270,CLAGL
2271,ITL23GL
2272,CTGL
2273,MGL
2274,VIPGA
2275,D12MSN
2276,ITL5GL
2277,ASC
2278,ITL23GL
2279,ITL6GL
2280,D12MSN
2281,ITL45GL
2282,VIPGA
2283,OBGL
2284,ITL45GL
2285,PTGL
2286,VIPGA
2287,ITL23GL
2288,ITL23GL
2289,STRGA
2290,STRGA
2291,OBGL
2292,STRGA
2293,ITL45GL
2294,SSTGA
2295,ITL45GL
2296,CTGL
2297,CTGL
2298,ITL45GL
2299,ITL23GL
2300,CTGL
2301,NPGL
2302,ITL5GL
2303,ITL45GL
2304,SSTGA
2305,MGL
2306,ITL5GL
2307,OBGL
2308,VIPGA
2309,ITL45GL
2310,ITL23GL
2311,PTGL
2312,SSTGA
2313,SSTGA
2314,SSTGA
2315,STRGA
2316,CLAGL
2317,ITL5GL
2318,ITL23GL
2319,ITL23GL
2320,OBGL
2321,CTGL
2322,SSTGA
2323,ITL23GL
2324,NPGL
2325,NPGL
2326,OBGA
2327,D12MSN
2328,PVGA
2329,OGC
2330,CTGL
2331,D12MSN
2332,VIPGA
2333,OGC
2334,PTGL
2335,ITL45GL
2336,OGC
2337,ITL45GL
2338,ITL5GL
2339,OGC
2340,ITL23GL
2341,ITL45GL
2342,MGL
2343,ITL45GL
2344,VLMC
2345,D12MSN
2346,OGC
2347,D12MSN
2348,OBGL
2349,ITL5GL
2350,PTGL
2351,PTGL
2352,ITL5GL
2353,STRGA
2354,STRGA
2355,ITL5GL
2356,D12MSN
2357,OGC
2358,OGC
2359,SSTGA
2360,D12MSN
2361,SSTGA
2362,ITL45GL
2363,OGC
2364,ITL45GL
2365,OPC
2366,ASC
2367,OBGL
2368,OGC
2369,ITL45GL
2370,CTGL
2371,PVGA
2372,ITL5GL
2373,OGC
2374,OGC
2375,ITL23GL
2376,ITL23GL
2377,D12MSN
2378,MGL
2379,OBGA
2380,ITL23GL
2381,ITL23GL
2382,OGC
2383,OGC
2384,STRGA
2385,VIPGA
2386,OGC
2387,VIPGA
2388,ITL45GL
2389,OGC
2390,ITL23GL
2391,MGL
2392,ITL5GL
2393,ITL23GL
2394,ITL23GL
2395,ITL23GL
2396,VIPGA
2397,OBGL
2398,ITL6GL
2399,ITL23GL
2400,ITL45GL
2401,ITL45GL
2402,CTGL
2403,VIPGA
2404,ITL23GL
2405,ITL6GL
2406,MGL
2407,CTGL
2408,OGC
2409,D12MSN
2410,PTGL
2411,CTGL
2412,OGC
2413,CTGL
2414,MGL
2415,D12MSN
2416,OBGL
2417,OGC
2418,CTGL
2419,PTGL
2420,PVGA
2421,OBGL
2422,VIPGA
2423,OBGL
2424,OGC
2425,ITL45GL
2426,OBGL
2427,CTGL
2428,ITL5GL
2429,OBGL
2430,OBGL
2431,ITL23GL
2432,ITL23GL
2433,ITL23GL
2434,ITL6GL
2435,OPC
2436,PVGA
2437,ITL6GL
2438,ITL45GL
2439,ITL6GL
2440,ITL23GL
2441,PVGA
2442,ITL45GL
2443,SSTGA
2444,ITL23GL
2445,CTGL
2446,NPGL
2447,OGC
2448,SSTGA
2449,MGL
2450,OGC
2451,ITL45GL
2452,STRGA
2453,ITL45GL
2454,ITL23GL
2455,PVGA
2456,ITL45GL
2457,OGC
2458,D12MSN
2459,OGC
2460,MGL
2461,CTGL
2462,OBGL
2463,ITL23GL
2464,MGL
2465,PTGL
2466,ITL23GL
2467,NPGL
2468,OGC
2469,ITL45GL
2470,ITL45GL
2471,ITL23GL
2472,ITL45GL
2473,CTGL
2474,STRGA
2475,OBGL
2476,OGC
2477,VIPGA
2478,STRGA
2479,STRGA
2480,OGC
2481,OBGL
2482,OGC
2483,STRGA
2484,ITL23GL
2485,CTGL
2486,ITL23GL
2487,PVGA
2488,ITL23GL
2489,CLAGL
2490,ITL45GL
2491,ITL23GL
2492,ITL5GL
2493,MGL
2494,OBGL
2495,ITL23GL
2496,MGL
2497,D12MSN
2498,ITL23GL
2499,OGC
2500,OGC
2501,PTGL
2502,ITL23GL
2503,MGL
2504,ITL45GL
2505,OBGL
2506,ITL6GL
2507,OGC
2508,ITL23GL
2509,OGC
2510,CLAGL
2511,MGL
2512,ITL23GL
2513,CTGL
2514,PVGA
2515,MGL
2516,OBGL
2517,PVGA
2518,OBGL
2519,ITL5GL
2520,VIPGA
2521,PTGL
2522,PTGL
2523,ITL6GL
2524,MGL
2525,CTGL
2526,ITL45GL
2527,CTGL
2528,MGL
2529,OBGL
2530,OBGL
2531,CTGL
2532,ITL45GL
2533,SSTGA
2534,NPGL
2535,CTGL
2536,OGC
2537,ITL5GL
2538,NPGL
2539,ITL23GL
2540,ITL5GL
2541,ITL23GL
2542,NPGL
2543,CTGL
2544,OBGL
2545,VIPGA
2546,ITL23GL
2547,ITL45GL
2548,PTGL
2549,MGL
2550,ITL45GL
2551,NPGL
2552,ITL23GL
2553,ITL45GL
2554,OGC
2555,MGL
2556,OGC
2557,ITL45GL
2558,PVGA
2559,ITL23GL
2560,SSTGA
2561,ITL6GL
2562,STRGA
2563,ITL45GL
2564,OGC
2565,ITL23GL
2566,OBGL
2567,MGL
2568,ITL23GL
2569,ITL23GL
2570,OGC
2571,ITL5GL
2572,OGC
2573,ITL5GL
2574,MGL
2575,MGL
2576,OGC
2577,OGC
2578,OBGA
2579,CTGL
2580,MGL
2581,D12MSN
2582,CTGL
2583,OGC
2584,ITL45GL
2585,NPGL
2586,ITL45GL
2587,VIPGA
2588,OGC
2589,OGC
2590,OGC
2591,CTGL
2592,SSTGA
2593,SSTGA
2594,ITL23GL
2595,CTGL
2596,OBGL
2597,PTGL
2598,OGC
2599,D12MSN
2600,ITL45GL
2601,ITL45GL
2602,OGC
2603,OBGL
2604,PVGA
2605,SSTGA
2606,STRGA
2607,ITL5GL
2608,STRGA
2609,PVGA
2610,ITL23GL
2611,ITL6GL
2612,ITL23GL
2613,NPGL
2614,MGL
2615,ITL5GL
2616,ITL45GL
2617,ITL5GL
2618,NPGL
2619,ITL6GL
2620,OGC
2621,SSTGA
2622,SSTGA
2623,OPC
2624,ITL5GL
2625,SSTGA
2626,OBGA
2627,PVGA
2628,D12MSN
2629,ITL6GL
2630,STRGA
2631,VIPGA
2632,ITL6GL
2633,OGC
2634,ITL23GL
2635,MGL
2636,ITL6GL
2637,OGC
2638,OGC
2639,OGC
2640,ITL23GL
2641,ITL6GL
2642,MGL
2643,ITL5GL
2644,VIPGA
2645,SSTGA
2646,MGL
2647,OGC
2648,CTGL
2649,ITL6GL
2650,OBGL
2651,OBGL
2652,STRGA
2653,ITL6GL
2654,OBGL
2655,ITL5GL
2656,CLAGL
2657,ITL5GL
2658,ITL45GL
2659,CTGL
2660,MGL
2661,ASC
2662,ITL23GL
2663,SSTGA
2664,CTGL
2665,MGL
2666,ITL6GL
2667,ITL5GL
2668,MGL
2669,OGC
2670,PTGL
2671,MGL
2672,SSTGA
2673,ITL23GL
2674,ITL45GL
2675,MGL
2676,STRGA
2677,OGC
2678,ITL45GL
2679,MGL
2680,OGC
2681,SSTGA
2682,OGC
2683,ITL23GL
2684,STRGA
2685,PVGA
2686,ITL45GL
2687,OGC
2688,CTGL
2689,ITL23GL
2690,ITL5GL
2691,CTGL
2692,ITL23GL
2693,ITL5GL
2694,ITL45GL
2695,D12MSN
2696,OBGA
2697,OGC
2698,ITL23GL
2699,OBGL
2700,CLAGL
2701,OGC
2702,PVGA
2703,MGL
2704,MGL
2705,VIPGA
2706,NPGL
2707,ITL23GL
2708,MGL
2709,OGC
2710,OGC
2711,PTGL
2712,OGC
2713,PTGL
2714,PTGL
2715,SSTGA
2716,PVGA
2717,D12MSN
2718,SSTGA
2719,OPC
2720,OGC
2721,ITL23GL
2722,ITL45GL
2723,ITL23GL
2724,PTGL
2725,OBGL
2726,ITL23GL
2727,OPC
2728,NPGL
2729,OPC
2730,VIPGA
2731,MGL
2732,D12MSN
2733,CTGL
2734,STRGA
2735,ITL23GL
2736,CTGL
2737,ITL23GL
2738,OGC
2739,CTGL
2740,MGL
2741,CTGL
2742,OBGL
2743,ITL45GL
2744,OGC
2745,OGC
2746,ITL45GL
2747,PTGL
2748,OGC
2749,MGL
2750,OBGL
2751,STRGA
2752,SSTGA
2753,VIPGA
2754,MGL
2755,MGL
2756,ITL23GL
2757,ITL45GL
2758,ITL5GL
2759,PVGA
2760,ITL23GL
2761,OGC
2762,D12MSN
2763,MGL
2764,ITL45GL
2765,ITL45GL
2766,ITL6GL
2767,D12MSN
2768,ITL45GL
2769,OGC
2770,ITL6GL
2771,ITL5GL
2772,ITL23GL
2773,OPC
2774,ITL45GL
2775,D12MSN
2776,MGL
2777,OGC
2778,OGC
2779,MGL
2780,ITL23GL
2781,ITL5GL
2782,ITL5GL
2783,OBGA
2784,ITL5GL
2785,CLAGL
2786,OGC
2787,OBGL
2788,ITL23GL
2789,MGL
2790,STRGA
2791,SSTGA
2792,OPC
2793,D12MSN
2794,OGC
2795,MGL
2796,OGC
2797,PVGA
2798,SSTGA
2799,OGC
2800,ITL23GL
2801,ITL23GL
2802,ITL23GL
2803,SSTGA
2804,SSTGA
2805,D12MSN
2806,CTGL
2807,VIPGA
2808,MGL
2809,OGC
2810,ITL23GL
2811,ITL23GL
2812,MGL
2813,OGC
2814,ITL23GL
2815,OGC
2816,STRGA
2817,OGC
2818,STRGA
2819,ITL45GL
2820,MGL
2821,OBGL
2822,ITL6GL
2823,STRGA
2824,D12MSN
2825,VIPGA
2826,MGL
2827,CTGL
2828,OBGL
2829,ITL45GL
2830,OBGL
2831,OGC
2832,OGC
2833,CLAGL
2834,SSTGA
2835,CLAGL
2836,PVGA
2837,OGC
2838,STRGA
2839,ITL5GL
2840,OGC
2841,ASC
2842,PVGA
2843,SSTGA
2844,D12MSN
2845,OBGL
2846,OGC
2847,OGC
2848,MGL
2849,OGC
2850,OGC
2851,OGC
2852,OGC
2853,OGC
2854,ITL45GL
2855,CTGL
2856,ITL45GL
2857,ITL6GL
2858,ITL5GL
2859,OGC
2860,ITL23GL
2861,OGC
2862,ITL23GL
2863,MGL
2864,MGL
2865,ITL6GL
2866,STRGA
2867,OGC
2868,OGC
2869,ITL5GL
2870,ITL45GL
2871,CTGL
2872,OGC
2873,ASC
2874,SSTGA
2875,ITL23GL
2876,ITL5GL
2877,OGC
2878,OGC
2879,VIPGA
2880,VIPGA
2881,D12MSN
2882,OBGL
2883,OGC
2884,ITL45GL
2885,ITL23GL
2886,STRGA
2887,NPGL
2888,OBGL
2889,OGC
2890,CTGL
2891,OBGL
2892,ITL6GL
2893,OGC
2894,ITL5GL
2895,D12MSN
2896,ITL5GL
2897,ITL23GL
2898,CLAGL
2899,D12MSN
2900,ITL5GL
2901,MGL
2902,ITL5GL
2903,SSTGA
2904,ITL6GL
2905,OGC
2906,OGC
2907,PTGL
2908,ITL23GL
2909,VIPGA
2910,OBGL
2911,OPC
2912,MGL
2913,OGC
2914,SSTGA
2915,OGC
2916,ITL23GL
2917,CTGL
2918,VIPGA
2919,SSTGA
2920,NPGL
2921,OGC
2922,OGC
2923,MGL
2924,OGC
2925,OGC
2926,OBGL
2927,MGL
2928,ITL5GL
2929,ITL23GL
2930,CTGL
2931,CTGL
2932,OBGL
2933,MGL
2934,MGL
2935,ITL5GL
2936,OBGA
2937,OPC
2938,ITL23GL
2939,OBGL
2940,STRGA
2941,ITL23GL
2942,ITL45GL
2943,STRGA
2944,SSTGA
2945,ITL23GL
2946,CTGL
2947,OGC
2948,STRGA
2949,OBGL
2950,ITL23GL
2951,CTGL
2952,ITL45GL
2953,CTGL
2954,VIPGA
2955,ITL45GL
2956,ITL23GL
2957,D12MSN
2958,ITL45GL
2959,OGC
2960,ITL23GL
2961,OGC
2962,NPGL
2963,ITL23GL
2964,SSTGA
2965,OPC
2966,SSTGA
2967,OGC
2968,ITL45GL
2969,PTGL
2970,OBGA
2971,OBGL
2972,OGC
2973,ITL45GL
2974,OGC
2975,SSTGA
2976,CTGL
2977,CTGL
2978,OGC
2979,MGL
2980,OBGL
2981,MGL
2982,ITL23GL
2983,OGC
2984,STRGA
2985,CTGL
2986,SSTGA
2987,OGC
2988,SSTGA
2989,CTGL
2990,OBGL
2991,CTGL
2992,CTGL
2993,SSTGA
2994,CTGL
2995,ITL23GL
2996,PVGA
2997,ITL23GL
2998,STRGA
2999,ITL45GL
3000,ITL6GL
3001,MGL
3002,OGC
3003,D12MSN
3004,ITL23GL
3005,SSTGA
3006,OGC
3007,OGC
3008,VIPGA
3009,SSTGA
3010,D12MSN
3011,SSTGA
3012,NPGL
3013,ITL23GL
3014,ITL23GL
3015,VIPGA
3016,OGC
3017,PTGL
3018,ITL5GL
3019,ITL5GL
3020,STRGA
3021,VIPGA
3022,ITL45GL
3023,MGL
3024,CTGL
3025,CTGL
3026,ITL23GL
3027,OGC
3028,ITL45GL
3029,OBGL
3030,CLAGL
3031,ITL23GL
3032,D12MSN
3033,SSTGA
3034,OBGA
3035,ITL23GL
3036,ITL6GL
3037,CTGL
3038,ITL45GL
3039,ITL6GL
3040,ITL45GL
3041,OBGA
3042,ITL6GL
3043,ITL23GL
3044,MGL
3045,OGC
3046,CTGL
3047,CTGL
3048,ITL23GL
3049,ITL45GL
3050,OGC
3051,OGC
3052,OBGL
3053,PVGA
3054,OGC
3055,ITL23GL
3056,PTGL
3057,NPGL
3058,ITL45GL
3059,PVGA
3060,D12MSN
3061,PTGL
3062,ITL23GL
3063,CTGL
3064,CTGL
3065,ITL23GL
3066,ITL45GL
3067,STRGA
3068,CTGL
3069,ITL45GL
3070,ITL6GL
3071,OBGL
3072,OGC
3073,PTGL
3074,VIPGA
3075,PTGL
3076,ITL5GL
3077,ITL5GL
3078,ITL45GL
3079,STRGA
3080,ITL23GL
3081,NPGL
3082,MGL
3083,PTGL
3084,OPC
3085,ITL45GL
3086,OBGL
3087,ITL23GL
3088,OGC
3089,MGL
3090,SSTGA
3091,CTGL
3092,ITL45GL
3093,CTGL
3094,OBGL
3095,OGC
3096,ITL23GL
3097,OBGL
3098,SSTGA
3099,ITL45GL
3100,MGL
3101,D12MSN
3102,VIPGA
3103,ITL6GL
3104,MGL
3105,D12MSN
3106,ITL6GL
3107,ITL23GL
3108,PVGA
3109,VIPGA
3110,ITL23GL
3111,ITL5GL
3112,VIPGA
3113,ITL23GL
3114,PTGL
3115,ASC
3116,MGL
3117,OBGL
3118,OBGL
3119,NPGL
3120,PVGA
3121,OGC
3122,STRGA
3123,VIPGA
3124,ITL45GL
3125,ITL23GL
3126,ITL23GL
3127,OBGL
3128,NPGL
3129,VIPGA
3130,ITL5GL
3131,ITL23GL
3132,ITL5GL
3133,CTGL
3134,ITL6GL
3135,ITL5GL
3136,OGC
3137,NPGL
3138,PVGA
3139,OBGL
3140,OGC
3141,ITL5GL
3142,OGC
3143,MGL
3144,PVGA
3145,PVGA
3146,SSTGA
3147,PTGL
3148,OBGL
3149,CTGL
3150,STRGA
3151,OGC
3152,NPGL
3153,ITL23GL
3154,D12MSN
3155,OBGL
3156,ITL6GL
3157,OGC
3158,PTGL
3159,OGC
3160,ITL6GL
3161,CTGL
3162,ITL23GL
3163,CTGL
3164,OGC
3165,ITL23GL
3166,SSTGA
3167,OBGA
3168,MGL
3169,ITL5GL
3170,OGC
3171,OGC
3172,STRGA
3173,MGL
3174,CTGL
3175,STRGA
3176,OGC
3177,VIPGA
3178,MGL
3179,CLAGL
3180,VIPGA
3181,OGC
3182,CTGL
3183,CTGL
3184,OBGL
3185,ITL23GL
3186,ITL45GL
3187,OBGA
3188,STRGA
3189,ITL6GL
3190,OGC
3191,ITL6GL
3192,OGC
3193,OBGL
3194,OGC
3195,ITL45GL
3196,ITL23GL
3197,OBGL
3198,OBGL
3199,ITL45GL
3200,MGL
3201,SSTGA
3202,VIPGA
3203,OGC
3204,OGC
3205,ITL23GL
3206,SSTGA
3207,OGC
3208,CTGL
3209,STRGA
3210,ITL5GL
3211,VIPGA
3212,NPGL
3213,OPC
3214,ITL45GL
3215,STRGA
3216,STRGA
3217,ITL6GL
3218,OGC
3219,OBGA
3220,ITL45GL
3221,PVGA
3222,NPGL
3223,OGC
3224,CTGL
3225,OGC
3226,ITL23GL
3227,PTGL
3228,OGC
3229,OGC
3230,MGL
3231,CTGL
3232,D12MSN
3233,OGC
3234,OGC
3235,OGC
3236,ITL23GL
3237,ITL5GL
3238,OBGA
3239,PVGA
3240,MGL
3241,STRGA
3242,STRGA
3243,ITL23GL
3244,STRGA
3245,OBGL
3246,STRGA
3247,CTGL
3248,OBGA
3249,STRGA
3250,VIPGA
3251,OGC
3252,OBGL
3253,CTGL
3254,PTGL
3255,OGC
3256,SSTGA
3257,SSTGA
3258,MGL
3259,OGC
3260,OBGL
3261,ITL45GL
3262,OBGL
3263,ITL23GL
3264,STRGA
3265,OGC
3266,MGL
3267,PVGA
3268,OBGL
3269,ITL23GL
3270,OGC
3271,CLAGL
3272,OBGL
3273,SSTGA
3274,MGL
3275,ITL23GL
3276,ITL5GL
3277,CTGL
3278,MGL
3279,OGC
3280,OBGL
3281,OBGL
3282,ITL23GL
3283,OBGL
3284,MGL
3285,CTGL
3286,ITL45GL
3287,PVGA
3288,VIPGA
3289,OGC
3290,ITL5GL
3291,MGL
3292,D12MSN
3293,OGC
3294,PTGL
3295,D12MSN
3296,SSTGA
3297,VIPGA
3298,OBGL
3299,ITL23GL
3300,VIPGA
3301,ITL23GL
3302,OGC
3303,ITL23GL
3304,ITL23GL
3305,OBGL
3306,ITL5GL
3307,ITL45GL
3308,OGC
3309,SSTGA
3310,CTGL
3311,CTGL
3312,SSTGA
3313,ITL23GL
3314,MGL
3315,ITL45GL
3316,MGL
3317,ITL6GL
3318,VIPGA
3319,CTGL
3320,OBGA
3321,CTGL
3322,CTGL
3323,ITL23GL
3324,OGC
3325,PTGL
3326,SSTGA
3327,ITL23GL
3328,ITL23GL
3329,OGC
3330,PVGA
3331,CTGL
3332,CTGL
3333,ITL23GL
3334,CTGL
3335,ITL45GL
3336,CTGL
3337,PVGA
3338,VIPGA
3339,OGC
3340,VIPGA
3341,SSTGA
3342,OGC
3343,MGL
3344,OBGA
3345,OBGA
3346,ITL45GL
3347,ITL23GL
3348,CTGL
3349,OGC
3350,NPGL
3351,OGC
3352,NPGL
3353,NPGL
3354,ITL23GL
3355,OGC
3356,ITL6GL
3357,ITL23GL
3358,ITL23GL
3359,CTGL
3360,PTGL
3361,CTGL
3362,ASC
3363,OBGL
3364,ITL23GL
3365,OGC
3366,SSTGA
3367,ITL23GL
3368,OBGL
3369,STRGA
3370,OBGL
3371,OPC
3372,CTGL
3373,SSTGA
3374,ITL45GL
3375,VIPGA
3376,SSTGA
3377,CTGL
3378,CTGL
3379,ITL23GL
3380,VIPGA
3381,D12MSN
3382,OBGL
3383,OGC
3384,STRGA
3385,ITL23GL
3386,NPGL
3387,OBGL
3388,ITL5GL
3389,MGL
3390,MGL
3391,OGC
3392,NPGL
3393,SSTGA
3394,SSTGA
3395,CTGL
3396,MGL
3397,ASC
3398,ITL23GL
3399,PVGA
3400,ITL23GL
3401,VIPGA
3402,OGC
3403,ASC
3404,ITL23GL
3405,OBGA
3406,MGL
3407,ITL6GL
3408,ITL45GL
3409,MGL
3410,OBGL
3411,SSTGA
3412,NPGL
3413,OBGL
3414,VIPGA
3415,ITL45GL
3416,OBGL
